originalTitle,world_revenue,distributor,opening_theaters,budget,MPAA,release_days,startYear,runtimeMinutes,genres_y,averageRating,numVotes,ordering,category,primaryName
Spiral,40618920,Lionsgate,2811.0,39519588.0,R,232,2021,92.0,Drama,7.2,25,7,production_designer,Louise Peraldi
Respect,32882823,Metro-Goldwyn-Mayer (MGM),3207.0,32878589.0,PG-13,141,2021,145.0,"Biography,Drama,Music",6.6,15571,9,producer,Jonathan Glickman
Wrath of Man,103966489,United Artists Releasing,2875.0,103913405.0,R,239,2021,119.0,"Action,Crime,Thriller",7.1,182017,9,writer,Marn Davies
Escape Room: Tournament of Champions,65774490,Sony Pictures Entertainment (SPE),2815.0,53493064.0,PG-13,175,2021,88.0,"Action,Adventure,Horror",5.7,47449,9,writer,Oren Uziel
Nobody,57510518,Universal Pictures,2460.0,16000000.0,R,287,2021,92.0,"Action,Crime,Drama",7.4,259029,9,producer,Kelly McCormick
In the Heights,45175167,Warner Bros.,3456.0,43646976.0,PG-13,210,2021,143.0,"Drama,Musical,Romance",7.3,48173,9,producer,Mara Jacobs
The Matrix Resurrections,157286805,Warner Bros.,3552.0,159197755.0,R,404,2021,148.0,"Action,Sci-Fi",5.7,253538,9,producer,Grant Hill
Don't Breathe 2,53785551,Screen Gems,3005.0,47201347.0,R,147,2021,98.0,"Action,Crime,Horror",6.0,59501,9,composer,Roque Baños
Mortal Kombat,84426031,Warner Bros.,3073.0,83508259.0,R,259,2021,110.0,"Action,Adventure,Fantasy",6.0,176383,9,writer,Ed Boon
Hitman's Wife's Bodyguard,70060492,Lionsgate,3331.0,67387455.0,R,199,2021,100.0,"Action,Comedy,Crime",6.1,95459,9,producer,Yariv Lerner
PAW Patrol: The Movie,144327371,Paramount Pictures,3184.0,134831560.0,G,134,2021,86.0,"Action,Adventure,Animation",6.1,6605,9,producer,Jennifer Dodge
West Side Story,76016171,20th Century Studios,2820.0,74826329.0,PG-13,416,2021,156.0,"Crime,Drama,Musical",7.2,85181,9,producer,Kevin McCollum
The Forever Purge,76994245,Universal Pictures,3051.0,76950525.0,R,183,2021,103.0,"Action,Crime,Horror",5.4,35439,9,producer,Andrew Form
House of Gucci,153266022,United Artists Releasing,3477.0,147474138.0,R,432,2021,158.0,"Biography,Crime,Drama",6.6,139573,9,producer,Giannina Facio
Old,90146510,Universal Pictures,3355.0,89836797.0,PG-13,168,2021,108.0,"Drama,Horror,Mystery",5.8,123901,9,producer,Ashwin Rajan
Clifford the Big Red Dog,107347356,Paramount Pictures,3700.0,78418101.0,PG,58,2021,96.0,"Adventure,Animation,Comedy",5.9,14193,9,writer,Justin Malen
The Suicide Squad,168717425,Warner Bros.,4002.0,185000000.0,R,154,2021,132.0,"Action,Adventure,Comedy",7.2,357563,9,cinematographer,Henry Braham
The Addams Family 2,119815153,United Artists Releasing,4207.0,119383236.0,PG,98,2021,93.0,"Adventure,Animation,Comedy",5.4,13469,9,writer,Dan Hernandez
Raya and the Last Dragon,130423032,Walt Disney Studios Motion Pictures,2045.0,116110408.0,PG,302,2021,107.0,"Action,Adventure,Animation",7.3,154709,9,writer,Qui Nguyen
The Conjuring: The Devil Made Me Do It,206431050,Warner Bros.,3102.0,200266441.0,R,217,2021,112.0,"Horror,Mystery,Thriller",6.3,118753,9,writer,Carey W. Hayes
Candyman,77411570,Universal Pictures,3569.0,77386663.0,R,133,2021,91.0,"Horror,Thriller",5.9,67441,9,writer,Clive Barker
Cruella,233503234,Walt Disney Studios Motion Pictures,3892.0,225816529.0,PG-13,218,2021,134.0,"Adventure,Comedy,Crime",7.3,237693,9,writer,Kelly Marcel
Space Jam: A New Legacy,163692228,Warner Bros.,3965.0,143987946.0,PG,175,2021,115.0,"Adventure,Animation,Comedy",4.5,73235,9,writer,Herschel Weingrod
Peter Rabbit 2: The Runaway,153901717,Sony Pictures Entertainment (SPE),3346.0,152506414.0,PG,210,2021,93.0,"Adventure,Comedy,Crime",6.2,12221,9,producer,Jodi Hildebrand
Sing 2,408398852,Universal Pictures,3892.0,404654988.0,PG,404,2021,110.0,"Adventure,Animation,Comedy",7.4,71244,9,composer,Joby Talbot
Halloween Kills,131647155,Universal Pictures,3705.0,20000000.0,R,84,2021,105.0,"Horror,Thriller",5.5,88241,9,writer,Danny McBride
Godzilla vs. Kong,470116094,Warner Bros.,3064.0,468043852.0,PG-13,282,2021,113.0,"Action,Sci-Fi,Thriller",6.3,212830,9,writer,Eric Pearson
Jungle Cruise,220889446,Walt Disney Studios Motion Pictures,4310.0,210469803.0,PG-13,161,2021,127.0,"Action,Adventure,Comedy",6.6,194422,9,writer,John Norville
A Quiet Place Part II,297372261,Paramount Pictures,3726.0,296650356.0,PG-13,218,2020,97.0,"Drama,Horror,Sci-Fi",7.2,235656,9,producer,Brad Fuller
No Time to Die,774153007,Metro-Goldwyn-Mayer (MGM),4407.0,759959662.0,PG-13,450,2021,163.0,"Action,Adventure,Thriller",7.3,407421,9,producer,Barbara Broccoli
Free Guy,331526598,20th Century Studios,4165.0,323473792.0,PG-13,147,2021,115.0,"Action,Adventure,Comedy",7.1,375779,9,producer,Adam Kolbrenner
Black Widow,379751655,Walt Disney Studios Motion Pictures,4160.0,379751131.0,PG-13,176,2021,134.0,"Action,Adventure,Sci-Fi",6.7,383762,9,producer,Kevin Feige
Eternals,402064899,Walt Disney Studios Motion Pictures,4090.0,401731759.0,PG-13,422,2021,156.0,"Action,Adventure,Fantasy",6.3,345950,9,writer,Jack Kirby
Ghostbusters: Afterlife,204334455,Sony Pictures Entertainment (SPE),4315.0,203614138.0,PG-13,437,2021,124.0,"Adventure,Comedy,Fantasy",7.1,185760,9,writer,Harold Ramis
Encanto,256786742,Walt Disney Studios Motion Pictures,3980.0,231192782.0,PG,432,2021,102.0,"Animation,Comedy,Family",7.2,226957,9,writer,Nancy Kruse
Venom: Let There Be Carnage,506863592,Sony Pictures Entertainment (SPE),4225.0,501546922.0,PG-13,457,2021,97.0,"Action,Sci-Fi,Thriller",5.9,228405,9,producer,Amy Pascal
Shang-Chi and the Legend of the Ten Rings,432243292,Walt Disney Studios Motion Pictures,4300.0,432224634.0,PG-13,126,2021,132.0,"Action,Adventure,Fantasy",7.4,386859,9,writer,Jim Starlin
Crazy Rich Asians,238532921,Warner Bros.,3384.0,30000000.0,PG-13,504,2018,120.0,"Comedy,Drama,Romance",6.9,175753,9,producer,Nina Jacobson
A Quiet Place,340939361,Paramount Pictures,3508.0,17000000.0,PG-13,270,2018,90.0,"Drama,Horror,Sci-Fi",7.5,536678,9,producer,Brad Fuller
Solo: A Star Wars Story,392924807,Walt Disney Studios Motion Pictures,4381.0,275000000.0,PG-13,221,2018,135.0,"Action,Adventure,Sci-Fi",6.9,352220,9,producer,Simon Emanuel
Ant-Man and the Wasp,622674139,Walt Disney Studios Motion Pictures,4206.0,623144660.0,PG-13,179,2018,118.0,"Action,Adventure,Comedy",7.0,408011,9,writer,Gabriel Ferrari
Venom,856085151,Sony Pictures Entertainment (SPE),4250.0,100000000.0,PG-13,453,2018,112.0,"Action,Adventure,Sci-Fi",6.6,491612,9,writer,Todd McFarlane
Mission: Impossible - Fallout,791115104,Paramount Pictures,4386.0,178000000.0,PG-13,158,2018,147.0,"Action,Adventure,Thriller",7.7,337197,9,composer,Lorne Balfe
Jurassic World: Fallen Kingdom,1308467944,Universal Pictures,4475.0,170000000.0,PG-13,193,2018,128.0,"Action,Adventure,Sci-Fi",6.1,320902,9,producer,Belén Atienza
Avengers: Infinity War,2048359754,Walt Disney Studios Motion Pictures,4474.0,2048359754.0,PG-13,249,2018,149.0,"Action,Adventure,Sci-Fi",8.4,1090230,9,writer,Stan Lee
Deadpool 2,734546611,Twentieth Century Fox,4349.0,110000000.0,R,228,2018,119.0,"Action,Adventure,Comedy",7.7,589362,9,writer,Fabian Nicieza
Bad Boys for Life,426505244,Sony Pictures Entertainment (SPE),3775.0,90000000.0,R,350,2020,124.0,"Action,Comedy,Crime",6.5,163259,9,writer,Chris Bremner
Incredibles 2,1242805359,Walt Disney Studios Motion Pictures,4410.0,1242805359.0,PG,203,2018,118.0,"Action,Adventure,Animation",7.6,301574,9,editor,Stephen Schaffer
Spider-Man: No Way Home,1912233593,Sony Pictures Entertainment (SPE),4336.0,1910048245.0,PG-13,409,2021,148.0,"Action,Adventure,Fantasy",8.2,764857,9,writer,Steve Ditko
Alice,373043,Roadside Attractions,169.0,7331647.0,R,318,2019,103.0,"Comedy,Drama,Romance",6.5,1155,8,editor,Marsha Bramwell
Brian and Charles,860850,Focus Features,279.0,863056.0,PG,227,2022,90.0,Comedy,6.7,4708,9,editor,Jo Walker
The Inspection,385627,A24,5.0,3000000.0,R,73,2022,95.0,Drama,7.1,871,9,cinematographer,Lachlan Milne
Vivo,783714,Fathom Events,300.0,1326371.0,R,280,2021,95.0,"Adventure,Animation,Comedy",6.7,19568,9,producer,Rich Moore
Call Jane,662240,Roadside Attractions,1068.0,594312.0,R,94,2022,121.0,"Drama,History",6.3,3254,9,producer,Robbie Brenner
Man of God,1176808,Fathom Events,0.0,22000000.0,R,315,2022,111.0,Drama,4.0,170,9,cinematographer,Lance Gewer
"Confess, Fletch",656613,Paramount Pictures,516.0,656613.0,R,136,2022,98.0,"Comedy,Crime",6.5,10527,9,producer,Connie Tavel
The Mean One,612260,Atlas Distribution Company,162.0,612260.0,R,53,2022,93.0,Horror,4.0,390,9,composer,Yael Benamour
Eiffel,13649605,Blue Fox Entertainment,41.0,1595061.0,R,276,2021,108.0,"Biography,Drama,History",6.2,5486,9,writer,Martin Brossollet
Cuando sea joven,2028077,Pantelion Films,315.0,5000000.0,PG,129,2022,120.0,Comedy,7.4,227,9,producer,Ben Odell
Gangubai Kathiawadi,3271210,Paramount Pictures International,0.0,1800000000.0,R,332,2022,152.0,"Biography,Crime,Drama",7.8,56629,9,writer,Mitakshara Kumar
HIT: The 2nd Case,742389,Tolly Movies,280.0,742389.0,R,59,2022,150.0,"Action,Crime,Drama",7.2,4232,9,editor,Garry Bh
The Railway Children Return,4298731,Blue Fox Entertainment,923.0,4200000.0,PG,129,2022,99.0,"Adventure,Drama,Family",5.5,967,9,writer,E. Nesbit
God's Country,493679,IFC Films,785.0,493679.0,R,136,2022,102.0,Thriller,5.6,2440,9,producer,Halee Bernard
Unsilenced,1198967,Zhen Pictures,34.0,1199000.0,R,374,2021,108.0,Drama,6.8,475,9,cinematographer,Stirling Bancroft
Saint Michael Meet the Angel,643828,Fathom Events,0.0,2000000.0,R,123,2022,90.0,Documentary,7.4,19,8,cinematographer,Dawid Halota
The Phantom of the Open,4024999,Sony Pictures Classics,6.0,4020763.0,PG-13,241,2021,106.0,"Comedy,Drama,Sport",7.0,5030,9,producer,Nichola Martin
Deep in the Heart: A Texas Wildlife Story,480240,Fin and Fur Films,69.0,480240.0,PG,241,2022,101.0,Documentary,7.6,177,9,cinematographer,Skip Hobbie
Johnny Cash: The Redemption of an American Icon,840580,Fathom Events,0.0,840580.0,R,56,2022,115.0,"Biography,Documentary,Music",8.5,40,9,producer,Josh Walsh
Acharya,8048175,Prime Media Pictures,396.0,8048175.0,R,276,2022,152.0,"Action,Drama",3.8,4388,9,cinematographer,S. Tirru
Empire of Light,5089616,Searchlight Pictures,110.0,5640247.0,R,52,2022,115.0,"Drama,Romance",6.8,3841,9,cinematographer,Roger Deakins
Coldplay: Music of the Spheres - Live Broadcast from Buenos Aires,2586693,Trafalgar Releasing,833.0,1564622.0,R,94,2022,150.0,Music,8.4,62,9,actor,Artie Esposito
The Beatles: Get Back - The Rooftop Concert,2206846,IMAX,67.0,2881726.0,PG-13,365,2022,65.0,"Documentary,Music",9.0,1158,9,producer,Yoko Ono
Jug Jugg Jeeyo,11467726,Moviegoer,318.0,520000000.0,R,220,2022,148.0,"Comedy,Drama,Family",6.1,37578,9,writer,Neeraj Udhwani
"Hallelujah: Leonard Cohen, a Journey, a Song",2549065,Sony Pictures Entertainment (SPE),3.0,2588738.0,PG-13,213,2021,118.0,"Biography,Documentary,Music",7.6,678,7,composer,John Lissauer
The Contractor,2122288,STX Entertainment,489.0,1814141.0,R,304,2022,103.0,"Action,Drama,Thriller",5.8,22464,9,composer,Alex Belcher
Aftersun,3178120,A24,4.0,4286612.0,R,101,2022,102.0,Drama,7.8,28035,9,producer,Adele Romanski
The Tiger Rising,1115158,Variance Films,872.0,933159.0,PG,374,2022,102.0,Family,4.6,719,9,composer,Tommy Emmanuel
After Ever Happy,19155062,Fathom Events,239.0,12463628.0,R,145,2022,95.0,"Drama,Romance",4.5,6343,9,producer,Nicolas Chartier
Fire of Love,1620433,Neon,3.0,1820014.0,PG,208,2022,98.0,"Biography,Documentary",7.6,6396,9,composer,Nicolas Godin
F3: Fun and Frustration,9849193,Independent Indian,400.0,295216.0,R,248,2022,148.0,"Comedy,Family,Romance",4.7,2070,9,composer,Devi Sri Prasad
Medieval,4418699,The Avenue Entertainment,1311.0,4298117.0,R,143,2022,125.0,"Action,Drama,History",5.9,8285,9,writer,Petr Jakl Sr.
Spoiler Alert,1384003,Focus Features,6.0,1384003.0,PG-13,59,2022,112.0,"Comedy,Drama",7.1,2167,9,producer,Alison Mo Massey
2000 Mules,1465513,D'Souza Media,415.0,1465512.0,R,255,2022,89.0,"Documentary,Fantasy",5.3,9236,7,composer,Bryan E. Miller
The Kashmir Files,24821898,Zee Studios,230.0,2897105.0,R,318,2022,170.0,Drama,8.7,562555,9,composer,Rohit Sharma
Vikram Vedha,8234166,Reliance Entertainment,558.0,591618.0,R,122,2022,160.0,"Action,Crime,Drama",7.1,17256,9,producer,Bhushan Kumar
Infinite Storm,1707067,Bleecker Street Media,1525.0,1600542.0,R,311,2022,97.0,"Drama,Thriller",5.2,5900,9,producer,Jenny Halper
Running the Bases,1511980,UP2U Films,1080.0,1511980.0,PG,136,2022,127.0,"Drama,Family",5.2,316,9,editor,Michael Palmerio
The King's Daughter,2231447,Gravitas Ventures,2170.0,40000000.0,PG,374,2022,98.0,"Action,Adventure,Family",5.1,4565,9,producer,David Brookwell
Vikram,29837637,Prime Media Pictures,465.0,1750755.0,R,241,2022,175.0,"Action,Crime,Thriller",8.3,60566,9,cinematographer,Girish Gangadharan
Armageddon Time,5914705,Focus Features,6.0,6060979.0,R,94,2022,114.0,Drama,6.6,8461,9,composer,Christopher Spelman
Radhe Shyam,15954804,Alerion,800.0,2192867.0,R,325,2022,138.0,"Drama,Romance",5.3,29827,9,writer,Jay Krishna
Jeepers Creepers: Reborn,5954938,Fathom Events,461.0,5307346.0,R,133,2022,88.0,"Horror,Mystery,Thriller",2.5,8888,9,producer,Jake Seal
Mr. Malcolm's List,2024507,Bleecker Street Media,1384.0,2024494.0,PG,213,2022,117.0,"Comedy,Drama,Romance",5.8,2486,9,producer,Laura Rister
Watcher,2989051,IFC Films,764.0,2332269.0,R,241,2022,91.0,"Drama,Horror,Thriller",6.3,26928,9,producer,Aaron Kaplan
The Duke,14224753,Sony Pictures Classics,4.0,14329323.0,R,283,2020,95.0,"Biography,Comedy,Crime",6.9,9997,9,composer,George Fenton
Umma,2232593,Stage 6 Films,805.0,2301255.0,PG-13,318,2022,83.0,"Drama,Horror,Mystery",4.7,7864,9,cinematographer,Matt Flannery
Emily the Criminal,2156296,Roadside Attractions,470.0,2157709.0,R,171,2022,97.0,"Crime,Drama,Thriller",6.7,33054,9,cinematographer,Jeff Bierman
The Good House,2279835,Roadside Attractions,1061.0,2244388.0,R,122,2021,104.0,"Comedy,Drama",6.4,1684,9,producer,Jane Rosenthal
Studio 666,3018515,Open Road Films (II),2306.0,3006956.0,R,339,2022,106.0,"Comedy,Horror,Music",5.7,10179,9,producer,James A. Rota
Honk for Jesus. Save Your Soul.,2561270,Focus Features,1880.0,2561270.0,R,150,2022,102.0,Comedy,5.4,3353,9,producer,Kara Durrett
Crimes of the Future,4551565,Neon,773.0,3602884.0,R,241,2022,107.0,"Drama,Horror,Sci-Fi",5.9,30765,9,cinematographer,Douglas Koch
Gigi & Nate,2280814,Roadside Attractions,1184.0,2280814.0,PG-13,150,2022,114.0,"Drama,Family",6.8,786,9,composer,Paul Leonard-Morgan
Mack & Rita,2552070,Gravitas Premiere,1930.0,2546562.0,PG-13,171,2022,94.0,"Comedy,Fantasy",4.7,1179,9,producer,Jina Panebianco
K.G.F: Chapter 2,89123940,Viva Pictures,0.0,159887058.0,R,290,2022,168.0,"Action,Crime,Drama",8.3,135812,9,editor,Ujwal Kulkarni
The Outfit,4032313,Focus Features,1324.0,4042803.0,R,318,2022,105.0,"Crime,Drama,Mystery",7.1,46300,9,producer,Scoop Wasserstein
Clerks III,4717597,Fathom Events,0.0,4737955.0,R,136,2022,100.0,"Comedy,Drama",6.3,11324,9,cinematographer,Learan Kahanov
Laal Singh Chaddha,12093536,Paramount Pictures,516.0,1310000000.0,PG-13,172,2022,159.0,"Comedy,Drama,Romance",5.5,174147,9,composer,Pritam Chakraborty
Family Camp,3973263,Roadside Attractions,854.0,3973263.0,PG,262,2022,111.0,"Comedy,Family",5.0,1042,9,producer,Trey Reynolds
Cyrano,6396730,United Artists Releasing,797.0,30000000.0,PG-13,339,2021,123.0,"Drama,Musical,Romance",6.4,12220,9,producer,Eric Fellner
Moonage Daydream,12331011,Neon,170.0,12394621.0,PG-13,136,2022,135.0,"Documentary,Music",7.8,8982,9,archive_footage,Brian Wilshaw
Vengeance,4370536,Focus Features,998.0,4408369.0,R,185,2019,95.0,Horror,5.2,441,9,producer,Maddie Goodwin
Triangle of Sadness,22576705,Neon,10.0,13998619.0,R,115,2022,147.0,"Comedy,Drama",7.5,69622,9,editor,Mikel Cee Karlsson
The Whale,14963138,A24,6.0,22968254.0,R,52,2022,117.0,Drama,8.0,19250,9,composer,Rob Simonsen
Orphan: First Kill,37083743,Paramount Pictures,498.0,10000000.0,R,164,2022,99.0,"Crime,Drama,Horror",5.9,34049,9,producer,Ethan Erwin
Lifemark,5492391,Fathom Events,1531.0,5324402.0,PG-13,143,2022,120.0,Drama,5.9,764,9,composer,Kyle McCuiston
I Heard the Bells,5679267,Fathom Events,1082.0,3000000.0,R,60,2022,110.0,Drama,7.5,390,9,editor,Jordan Graff
BTS Permission to Dance on Stage - Seoul: Live Viewing,32600000,Trafalgar Releasing,803.0,32600000.0,R,324,2022,195.0,"Documentary,Music",8.0,17182,2,director,Ha Jung Jae
She Said,12788817,Universal Pictures,2022.0,3000000.0,R,73,2022,129.0,"Drama,History",7.2,18987,9,writer,Rebecca Corbett
Marcel the Shell with Shoes On,6466265,A24,6.0,6725047.0,PG,220,2021,90.0,"Animation,Comedy,Drama",7.8,10486,9,producer,Terry Leonard
Men,11152071,A24,2212.0,11200000.0,R,255,2022,100.0,"Drama,Fantasy,Horror",6.1,44416,9,composer,Ben Salisbury
Memory,13897255,Open Road Films (II),2555.0,30000000.0,R,276,2022,114.0,"Action,Crime,Thriller",5.7,27005,9,writer,Erik Van Looy
Bones and All,14534907,United Artists Releasing,2727.0,14122340.0,R,68,2022,131.0,"Drama,Horror,Romance",6.9,31053,9,producer,Lorenzo Mieli
Brahmastra Part One: Shiva,50164785,Walt Disney Studios Motion Pictures,810.0,4310000000.0,R,143,2022,167.0,"Action,Adventure,Fantasy",5.5,106707,9,producer,Namit Malhotra
Three Thousand Years of Longing,19870306,United Artists Releasing,2436.0,19400000.0,R,157,2022,108.0,"Drama,Fantasy,Romance",6.7,36835,9,composer,Tom Holkenborg
Till,9922038,United Artists Releasing,16.0,10324685.0,PG-13,108,2022,130.0,"Biography,Drama,History",7.2,6818,9,producer,Whoopi Goldberg
Fall,17363261,Lionsgate,1548.0,3000000.0,PG-13,171,2022,85.0,Drama,9.0,9,9,actor,Giulio J. Prosperi
The Banshees of Inisherin,32567504,Searchlight Pictures,4.0,20000000.0,R,101,2022,114.0,"Comedy,Drama",7.8,106897,9,cinematographer,Ben Davis
Babylon,41751455,Paramount Pictures,3343.0,80000000.0,R,38,2022,189.0,"Comedy,Drama,History",7.6,33021,9,composer,Justin Hurwitz
Redeeming Love,9464198,Universal Pictures,1903.0,140000000.0,PG-13,374,2022,134.0,"Drama,Romance",6.7,8250,9,producer,Vlokkie Gordon
Pearl,9423445,A24,2935.0,200000000.0,R,136,2018,61.0,Thriller,5.1,16,8,editor,Devon Bray Jr.
See How They Run,21966634,Walt Disney Studios Motion Pictures,2404.0,260000000.0,PG-13,136,2022,98.0,"Comedy,Crime,Mystery",6.5,46954,9,composer,Daniel Pemberton
Blacklight,15902207,Briarcliff Entertainment,2772.0,320000000.0,PG-13,353,2022,104.0,"Action,Drama,Thriller",4.8,19537,9,producer,Allie Loh
Firestarter,15039250,Universal Pictures,3412.0,12000000.0,R,262,2022,94.0,"Drama,Horror,Sci-Fi",4.6,16945,9,producer,Akiva Goldsman
Terrifier 2,14102913,Cinedigm Entertainment Group,770.0,250000.0,R,116,2022,138.0,Horror,6.2,27837,8,cinematographer,George Steuber
Mrs. Harris Goes to Paris,30001915,Focus Features,980.0,13000000.0,PG,199,2022,115.0,"Comedy,Drama",7.1,13109,9,writer,Olivia Hetreed
X,14779858,A24,2865.0,1000000.0,R,318,2019,127.0,"Comedy,Drama,Thriller",4.3,106,9,producer,Amber Tiana
Easter Sunday,13074255,Universal Pictures,3175.0,17000000.0,PG-13,178,2022,96.0,Comedy,5.3,2081,9,producer,Courtney Gardiner
Bros,14810714,Universal Pictures,3350.0,22000000.0,R,122,2022,115.0,"Comedy,Romance",6.4,25595,9,cinematographer,Brandon Trost
The Fabelmans,25005325,Universal Pictures,4.0,40000000.0,PG-13,80,2022,151.0,Drama,7.7,42303,9,cinematographer,Janusz Kaminski
Bodies Bodies Bodies,13929670,A24,6.0,14029755.0,R,178,2022,94.0,"Comedy,Horror,Thriller",6.3,37449,9,producer,David Hinojosa
Whitney Houston: I Wanna Dance with Somebody,56424927,TriStar Pictures,3625.0,45000000.0,R,38,2022,144.0,"Biography,Drama,Music",6.9,7029,9,producer,Matt Jackson
Glass Onion,13280000,Netflix,696.0,40000000.0,PG-13,68,2022,139.0,"Comedy,Crime,Drama",7.2,308006,9,editor,Bob Ducsay
Moonfall,67295363,Lionsgate,3446.0,146000000.0,PG-13,360,2022,130.0,"Action,Adventure,Sci-Fi",5.1,82884,9,cinematographer,Robby Baumgartner
Amsterdam,31245810,Walt Disney Studios Motion Pictures,3005.0,80000000.0,R,115,2022,134.0,"Comedy,Drama,History",6.1,60874,9,composer,Daniel Pemberton
Paws of Fury: The Legend of Hank,42025197,Paramount Pictures,3475.0,45000000.0,PG,199,2022,98.0,"Action,Animation,Comedy",5.7,4750,9,writer,Nate Hopper
Prey for the Devil,44589668,Lionsgate,2980.0,43995977.0,PG-13,94,2022,93.0,"Horror,Thriller",5.2,9791,9,producer,Paul Brooks
The 355,27827450,Universal Pictures,3145.0,65000000.0,PG-13,388,2022,122.0,"Action,Thriller",5.5,31026,9,cinematographer,Tim Maurice-Jones
Devotion,21524368,Columbia Pictures,3405.0,90000000.0,PG-13,68,2022,139.0,"Action,Drama,War",6.7,12081,9,producer,Thad Luckinbill
Marry Me,50458060,Universal Pictures,3642.0,23000000.0,PG-13,353,2022,112.0,"Comedy,Music,Romance",6.1,33524,9,writer,Bobby Crosby
The Unbearable Weight of Massive Talent,29116320,Lionsgate,3036.0,30000000.0,R,283,2022,107.0,"Action,Comedy,Crime",7.0,95178,9,producer,Kevin Turen
The Invitation,33700080,Sony Pictures Entertainment (SPE),3114.0,10000000.0,PG-13,157,2022,105.0,"Horror,Thriller",5.3,20819,9,cinematographer,Autumn Eakin
Father Stu,21592379,Sony Pictures Entertainment (SPE),2705.0,4000000.0,R,292,2022,124.0,"Biography,Drama",6.5,21702,9,cinematographer,Jacques Jouffret
Ambulance,52300984,Universal Pictures,3412.0,40000000.0,R,297,2022,136.0,"Action,Crime,Drama",6.1,76575,9,producer,Ian Bryce
The King's Man,125897478,20th Century Studios,3180.0,100000000.0,R,404,2021,131.0,"Action,Adventure,Thriller",6.3,150514,9,producer,Adam Bohling
Beast,59095809,Universal Pictures,3743.0,24149776.0,R,164,2018,60.0,"Adventure,Drama",5.8,30,9,cinematographer,David Bolen
The Northman,69633110,Focus Features,3234.0,80000000.0,R,283,2022,137.0,"Action,Adventure,Drama",7.1,213666,9,producer,Lars Knudsen
The Menu,79278001,Searchlight Pictures,3211.0,30000000.0,R,73,2022,107.0,"Comedy,Horror,Thriller",7.2,194352,9,producer,Katie Goodson
Barbarian,45352337,20th Century Studios,2340.0,4000000.0,R,143,2022,102.0,"Horror,Mystery,Thriller",7.0,125449,9,producer,Arnon Milchan
The Bob's Burgers Movie,34148750,20th Century Studios,3425.0,38000000.0,PG-13,248,2022,102.0,"Adventure,Animation,Comedy",7.0,18098,9,producer,Janelle Momary
Strange World,73435494,Walt Disney Studios Motion Pictures,4174.0,150000000.0,PG,68,2022,102.0,"Action,Adventure,Animation",5.6,32572,9,editor,Sarah K. Reimers
Violent Night,75671195,Universal Pictures,3682.0,20000000.0,R,59,2022,112.0,"Action,Comedy,Crime",6.7,57521,9,producer,David Leitch
Puss in Boots: The Last Wish,335725795,Universal Pictures,4099.0,130000000.0,PG,40,2022,102.0,"Adventure,Animation,Comedy",7.9,54076,9,writer,Tom Wheeler
Don't Worry Darling,87409403,Warner Bros.,4113.0,35000000.0,R,129,2022,123.0,"Drama,Thriller",6.2,98230,9,producer,Miri Yoon
Downton Abbey: A New Era,92601537,Focus Features,3820.0,40000000.0,PG,255,2022,124.0,"Drama,Romance",7.4,24073,9,composer,John Lunn
"Lyle, Lyle, Crocodile",104060734,Sony Pictures Entertainment (SPE),4350.0,50000000.0,PG,115,2022,106.0,"Adventure,Animation,Comedy",6.1,6820,9,producer,Hutch Parker
Jackass Forever,80484161,Paramount Pictures,3604.0,10000000.0,R,360,2022,96.0,"Action,Comedy,Documentary",6.9,45120,9,writer,Sean Cliver
Death on the Nile,137307235,20th Century Studios,3280.0,90000000.0,PG-13,353,2022,127.0,"Crime,Drama,Mystery",6.3,153970,9,producer,Kevin J. Walsh
Dog,84774243,United Artists Releasing,3677.0,15000000.0,PG-13,346,2022,83.0,"Drama,Thriller",8.2,7,9,actor,Daniel Cisio
Halloween Ends,104186860,Universal Pictures,3901.0,33000000.0,R,108,2022,111.0,"Horror,Thriller",5.0,54937,9,writer,Chris Bernier
The Woman King,92428130,TriStar Pictures,3765.0,50000000.0,PG-13,136,2022,135.0,"Action,Drama,History",6.7,46448,9,producer,Julius Tennon
Ticket to Paradise,169525095,Universal Pictures,3543.0,60000000.0,PG-13,101,2022,104.0,"Comedy,Romance",6.2,38390,9,producer,Eric Fellner
Morbius,167460961,Columbia Pictures,4268.0,80000000.0,PG-13,304,2022,104.0,"Action,Adventure,Horror",5.2,129688,9,producer,Lucas Foster
Scream,140041405,Paramount Pictures,3664.0,15000000.0,R,381,2022,114.0,"Horror,Mystery,Thriller",6.3,118271,9,writer,Kevin Williamson
The Black Phone,161440742,Universal Pictures,3150.0,16000000.0,R,220,2021,103.0,"Horror,Thriller",6.9,148770,9,composer,Mark Korven
Everything Everywhere All at Once,105125007,A24,10.0,20000000.0,R,311,2022,139.0,"Action,Adventure,Comedy",8.0,305836,9,producer,Joe Russo
Where the Crawdads Sing,140230760,Sony Pictures Entertainment (SPE),3650.0,24000000.0,PG-13,199,2022,125.0,"Drama,Mystery,Romance",7.1,77377,9,producer,Reese Witherspoon
Fantastic Beasts: The Secrets of Dumbledore,406950844,Warner Bros.,4208.0,200000000.0,PG-13,290,2022,142.0,"Adventure,Family,Fantasy",6.2,144769,9,producer,Tim Lewis
Bullet Train,239268602,Sony Pictures Entertainment (SPE),4357.0,88000000.0,R,178,2022,127.0,"Action,Comedy,Thriller",7.3,277179,9,producer,Kelly McCormick
